veNOG	ENOG411DDFZ	3	1	P	Inherit from biNOG: Ferritin-like domain
veNOG	ENOG411CV4M	17	17	B	transducin-like enhancer protein 2-like
veNOG	ENOG411DDFU	2	2	K	bZIP Maf transcription factor
veNOG	ENOG411D8R1	2	2	S	NA
veNOG	ENOG411D78A	2	2	T	Serpentine type 7TM GPCR chemoreceptor Srsx
veNOG	ENOG411DAKT	4	4	A	Tudor domain
veNOG	ENOG411DAKW	8	8	T	metadherin
veNOG	ENOG411DAKK	28	26	S	Ring finger protein 213
veNOG	ENOG411DAKM	7	7	TU	Synapsin, N-terminal domain
veNOG	ENOG411DAKN	5	5	T	Miro-like protein
veNOG	ENOG411DEA7	3	3	E	Amino acid permease
veNOG	ENOG411DAK0	7	7	K	nuclear factor
veNOG	ENOG411DAK4	46	46	T	Rho GTPase activating protein 1
veNOG	ENOG411DAK5	7	7	H	Farnesyl diphosphate synthase
veNOG	ENOG411DAYZ	5	5	S	NA
veNOG	ENOG411DAYX	5	5	T	CD3d molecule, delta (CD3-TCR complex)
veNOG	ENOG411DAYY	2	2	T	Inherit from opiNOG: CASK interacting protein
veNOG	ENOG411DAYT	2	2	S	NA
veNOG	ENOG411DAYJ	7	7	S	NA
veNOG	ENOG411DAYI	3	3	S	Inherit from euNOG: kiaa0947
veNOG	ENOG411DAYM	5	5	S	Inherit from opiNOG: leucine-rich repeats and IQ motif containing 3
veNOG	ENOG411DAYE	3	3	T	CD200 receptor 1-like
veNOG	ENOG411DAY8	2	2	S	serine arginine repetitive matrix 4
veNOG	ENOG411DAY9	3	3	S	Podoplanin
veNOG	ENOG411DAY5	5	5	S	coiled-coil domain containing 167
veNOG	ENOG411DE2N	2	2	S	Inherit from biNOG: Zinc finger, FYVE domain containing 26
veNOG	ENOG411DBAX	3	3	T	Tumor necrosis factor receptor superfamily member
veNOG	ENOG411DBAQ	2	2	S	Inherit from meNOG: Chromosome 3 open reading frame
veNOG	ENOG411DBAP	2	2	S	Chemokine (C-C motif) ligand 20
veNOG	ENOG411DBAS	2	2	K	transcription termination factor, RNA polymerase I
veNOG	ENOG411DBAT	2	2	T	insulin-like 3 (Leydig cell)
veNOG	ENOG411DC7Q	3	3	S	Immunoglobulin V-set domain
veNOG	ENOG411DC7V	2	2	DUZ	PX
veNOG	ENOG411DBA4	2	2	S	chromosome 20 open reading frame 201
veNOG	ENOG411DBA6	2	2	S	Inherit from meNOG: chromosome 8 open reading frame 74
veNOG	ENOG411DBAH	3	3	S	NA
veNOG	ENOG411DBAK	2	2	S	GTP binding protein 6
veNOG	ENOG411DBAM	3	2	S	Inherit from biNOG: HEAT repeat containing 8
veNOG	ENOG411DBAC	2	2	S	Pfam:DUF800
veNOG	ENOG411DBAB	2	2	S	NA
veNOG	ENOG411DBAG	2	2	S	NA
veNOG	ENOG411DBAF	2	2	K	Inherit from KOG: CCR4-NOT transcription complex subunit
veNOG	ENOG411DBA3	6	6	C	Cytochrome oxidase c subunit VIII
veNOG	ENOG411DAYV	4	4	S	Inherit from meNOG: zinc finger CCCH-type containing 3
veNOG	ENOG411D6S2	4	3	S	Integrase core domain
veNOG	ENOG411D6S1	6	3	S	CD80-like C2-set immunoglobulin domain 
veNOG	ENOG411D6S7	2	2	S	NA
veNOG	ENOG411D6S6	2	2	O	Proteasome subunit A N-terminal signature
veNOG	ENOG411CVXB	91	50	G	glucosamine-6-phosphate deaminase
veNOG	ENOG411D6SZ	2	2	K	KRAB box
veNOG	ENOG411D6SY	5	5	Q	Multicopper oxidase
veNOG	ENOG411D6SX	2	2	Q	Cytochrome P450
veNOG	ENOG411DAYG	3	3	C	ATP synthase, H transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2
veNOG	ENOG411D6SW	2	2	P	Inherit from KOG: Sodium hydrogen exchanger
veNOG	ENOG411D6SV	2	2	S	NA
veNOG	ENOG411D6SH	2	2	PT	Nine Cysteines Domain of family 3 GPCR
veNOG	ENOG411D6SC	2	2	P	Pfam:K_tetra
veNOG	ENOG411D6SA	2	2	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)
veNOG	ENOG411D6SF	3	3	Z	Myosin tail
veNOG	ENOG411D639	7	7	S	chromosome 5 open reading frame 56
veNOG	ENOG411D638	3	3	S	NA
veNOG	ENOG411D633	7	7	S	Chromosome 20 open reading frame
veNOG	ENOG411D632	4	4	S	NA
veNOG	ENOG411D631	3	3	S	NA
veNOG	ENOG411D630	3	3	S	NA
veNOG	ENOG411D637	5	5	Z	thymosin beta 15B
veNOG	ENOG411D636	3	3	S	DM3
veNOG	ENOG411D635	4	4	S	Prothymosin/parathymosin family
veNOG	ENOG411D634	2	2	G	Inherit from COG: sialidase
veNOG	ENOG411D63Z	4	4	S	NA
veNOG	ENOG411D63Y	6	6	S	Small leucine-rich protein 1
veNOG	ENOG411D63X	2	2	K	Protein of unknown function (DUF737)
veNOG	ENOG411D63S	4	4	S	NA
veNOG	ENOG411D63R	6	6	S	NA
veNOG	ENOG411D63Q	5	5	S	NA
veNOG	ENOG411D63P	6	5	S	NA
veNOG	ENOG411D63W	3	3	K	Inherit from opiNOG: -Drosophila
veNOG	ENOG411D63V	7	4	S	urokinase plasminogen activator surface receptor-like
veNOG	ENOG411D63U	3	3	S	NA
veNOG	ENOG411D63T	4	4	S	NA
veNOG	ENOG411D63K	4	3	S	Small cytokines (intecrine/chemokine), interleukin-8 like
veNOG	ENOG411D63J	4	4	S	Inherit from euNOG: Cuticular protein
veNOG	ENOG411D63I	4	4	P	Metallothioneins have a high content of cysteine residues that bind various heavy metals (By similarity)
veNOG	ENOG411D63H	6	6	S	chromosome 10 open reading frame 25
veNOG	ENOG411D63N	3	3	S	NA
veNOG	ENOG411D63M	6	6	S	chromosome 21 open reading frame 67
veNOG	ENOG411D63C	3	3	S	NA
veNOG	ENOG411D63B	4	3	S	NA
veNOG	ENOG411D63A	3	3	S	NA
veNOG	ENOG411D63G	3	3	S	Pfam:CD225
veNOG	ENOG411D63F	14	10	W	defensin beta
veNOG	ENOG411D63E	6	6	S	NA
veNOG	ENOG411D63D	2	2	S	late cornified envelope-like proline-rich 1
veNOG	ENOG411DB46	3	3	T	protein phosphatase 1, regulatory subunit 9A
veNOG	ENOG411DB47	2	2	S	NA
veNOG	ENOG411DB44	5	5	Z	MYSc
veNOG	ENOG411DB45	2	2	TZ	DRF Autoregulatory Domain
veNOG	ENOG411DB42	3	3	T	Ankyrin repeat
veNOG	ENOG411DB43	2	2	L	ankyrin repeat domain 32
veNOG	ENOG411DB40	2	2	T	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)
veNOG	ENOG411DB41	2	2	S	NA
veNOG	ENOG411DB48	2	2	L	Pfam:RnaseH
veNOG	ENOG411DB49	2	2	S	NA
veNOG	ENOG411DB4F	3	3	K	Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
veNOG	ENOG411DB4G	2	2	VW	Inherit from opiNOG: oligomeric mucus gel-forming
veNOG	ENOG411DB4D	2	2	O	SUMO1 sentrin specific peptidase 1
veNOG	ENOG411DB4E	2	2	S	NA
veNOG	ENOG411DB4B	2	2	S	Inherit from chorNOG: kiaa0556
veNOG	ENOG411DB4C	2	2	S	MAM domain
veNOG	ENOG411DB4A	2	2	T	Sema domain
veNOG	ENOG411DB4N	2	2	S	NA
veNOG	ENOG411DB4M	7	7	S	NA
veNOG	ENOG411DB4J	2	2	T	Immunoglobulin V-set domain
veNOG	ENOG411DB4K	2	2	K	Inherit from meNOG: progesterone immunomodulatory binding factor 1
veNOG	ENOG411DB4H	2	2	L	G-patch domain
veNOG	ENOG411DB4I	3	3	D	TFIIB zinc-binding
veNOG	ENOG411DB4V	2	2	O	Inherit from KOG: ubiquitin carboxyl-terminal hydrolase
veNOG	ENOG411DB4W	2	2	S	NA
veNOG	ENOG411DB4T	2	2	S	NA
veNOG	ENOG411DB4U	2	2	S	NA
veNOG	ENOG411DB4R	2	2	P	calcium channel, voltage-dependent, gamma subunit 7
veNOG	ENOG411DB4S	2	2	P	PMP-22/EMP/MP20/Claudin family
veNOG	ENOG411DB4P	2	2	O	Inherit from KOG: tetratricopeptide repeat domain
veNOG	ENOG411DB4Q	3	3	T	IG
veNOG	ENOG411DB4Z	4	4	S	CD20-like family
veNOG	ENOG411DB4X	2	2	O	ubiquitin associated protein 1-like
veNOG	ENOG411DCUM	11	11	TV	CLECT
veNOG	ENOG411DCUN	2	1	TV	Lectin C-type domain
veNOG	ENOG411D1XK	49	49	A	RNA 3'-terminal phosphate cyclase
veNOG	ENOG411D1XN	20	14	K	zinc finger protein 311
veNOG	ENOG411D1XE	3	3	T	LRRNT
veNOG	ENOG411D1XD	4	4	O	leprecan-like 4
veNOG	ENOG411D1XX	27	27	DZ	doublecortin domain containing 2C
veNOG	ENOG411D1XZ	45	28	T	olfactory receptor, family 2, subfamily D, member 2
veNOG	ENOG411D1XP	22	20	T	serine threonine-protein kinase SgK110-like
veNOG	ENOG411D1X9	8	7	G	aquaporin 10
veNOG	ENOG411D1X8	21	19	S	testis expressed 19
veNOG	ENOG411D1X3	10	10	G	major facilitator superfamily domain-containing protein 1-like
veNOG	ENOG411CRAP	110	50	T	leucine rich repeat and Ig domain containing
veNOG	ENOG411CRAQ	39	38	L	nei endonuclease VIII-like 2 (E. coli)
veNOG	ENOG411CRAR	86	49	P	carbonic anhydrase
veNOG	ENOG411CRAS	48	46	S	G patch domain containing 8
veNOG	ENOG411CRAT	42	27	O	tripartite motif containing
veNOG	ENOG411CRAU	46	45	K	kelch-like ECH-associated protein 1
veNOG	ENOG411CRAV	49	49	K	Zinc finger protein 438
veNOG	ENOG411CRAW	46	46	C	vesicle amine transport protein 1 homolog (T. californica)-like
veNOG	ENOG411CRAX	51	50	K	Wolf-Hirschhorn syndrome candidate 1-like 1
veNOG	ENOG411CRAY	96	50	DTZ	Septin 3
veNOG	ENOG411CRAZ	80	50	U	syntaxin 6
veNOG	ENOG411CRAA	31	31	O	ADAM metallopeptidase with thrombospondin type 1 motif, 4
veNOG	ENOG411CRAB	50	50	DT	Era (G-protein)-like 1 (E. coli)
veNOG	ENOG411CRAC	48	46	K	polymerase (RNA) II (DNA directed) polypeptide G
veNOG	ENOG411CRAD	4	3	S	Guanylate-binding protein, C-terminal domain
veNOG	ENOG411CRAE	8	7	T	Olfactory receptor
veNOG	ENOG411CRAF	102	51	S	poly (ADP-ribose) polymerase family, member 12
veNOG	ENOG411CRAG	94	50	O	FK-506 binding protein
veNOG	ENOG411CRAH	47	47	S	deoxynucleotidyltransferase, terminal, interacting protein 2
veNOG	ENOG411CRAI	20	20	P	carbonic anhydrase
veNOG	ENOG411CRAJ	37	37	T	RAS (RAD and GEM)-like GTP binding 2
veNOG	ENOG411CRAK	52	50	U	vacuolar protein sorting 54 homolog (S. cerevisiae)
veNOG	ENOG411CRAM	95	50	E	cysteine conjugate-beta lyase
veNOG	ENOG411CRAN	43	43	U	positive regulation of ryanodine-sensitive calcium-release channel activity
veNOG	ENOG411CRA0	27	27	K	Zinc finger protein 7
veNOG	ENOG411CRA1	12	12	T	PTK7 protein tyrosine kinase 7
